Invoice/Item Number;Date;Store Number;Store Name;Address;City;Zip Code;Store Location;County Number;County;Category;Category Name;Vendor Number;Vendor Name;Item Number;Item Description;Pack;Bottle Volume (ml);State Bottle Cost;State Bottle Retail;Bottles Sold;Sale (Dollars);Volume Sold (Liters);Volume Sold (Gallons);Long;Lat
INV-02055900001;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062400;Spiced Rum;260;DIAGEO AMERICAS;43337;Captain Morgan Spiced Rum;12;1000;11,75;17,63;;423,12;24;6,34;-95.385111;40.761736
INV-02055200028;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;86670;Jack Daniel's Tennessee Honey;12;750;15,57;23,36;;46,72;1,5;0,4;-95.037849;40.726808
INV-02055700019;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1031100;American Vodkas;55;SAZERAC NORTH AMERICA;37934;Skol Vodka;24;375;1,74;2,61;;62,64;9;2,38;-95.385114;40.760282
INV-02055300029;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;10803;Crown Royal Regal Apple Mini;10;300;7,35;11,03;;11,03;0,3;0,08;-95.027238;40.739231
INV-02056000007;2016-12-09 00:00:00;4937;ROCSTOP;1310 W Sheridan Ave;Shenandoah;51601;POINT (-95.38464 40.765869);73;PAGE;1031100;American Vodkas;300;McCormick Distilling Co.;36904;Mccormick Vodka Pet;24;375;1,8;2,7;;129,6;18;4,76;-95.38464;40.765869
INV-02069500010;2016-12-09 00:00:00;5119;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;27544;Red Stag Black Cherry;12;750;10,49;15,74;;62,96;3;0,79;-93.957384;42.99274
INV-02069500001;2016-12-09 00:00:00;5119;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1012100;Canadian Whiskies;300;McCormick Distilling Co.;12668;Canadian Woods Canadian Why;6;1750;9,49;14,24;;85,44;10,5;2,77;-93.957384;42.99274
INV-02055300039;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26586;Gentleman Jack;12;750;20,01;30,02;;60,04;1,5;0,4;-95.027238;40.739231
INV-02055300073;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031200;American Flavored Vodka;260;DIAGEO AMERICAS;77632;Smirnoff Blueberry;12;750;8,25;12,38;;37,14;2,25;0,59;-95.027238;40.739231
INV-02055200026;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1081400;American Schnapps;65;Jim Beam Brands;71446;After Shock Cinnamon Liqueur;12;750;11,54;17,31;;34,62;1,5;0,4;-95.037849;40.726808
INV-02055300041;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1042100;Imported Dry Gins;35;BACARDI USA INC;28236;Bombay Sapphire Gin;12;750;13,5;20,25;;40,5;1,5;0,4;-95.027238;40.739231
INV-02056000003;2016-12-09 00:00:00;4937;ROCSTOP;1310 W Sheridan Ave;Shenandoah;51601;POINT (-95.38464 40.765869);73;PAGE;1031100;American Vodkas;434;LUXCO INC;36304;Hawkeye Vodka;24;375;1,86;2,79;;66,96;9;2,38;-95.38464;40.765869
INV-02055300050;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031200;American Flavored Vodka;205;E & J Gallo Winery;40594;New Amsterdam Peach;12;750;7,5;11,25;;31,05;2,25;0,59;-95.027238;40.739231
INV-02069500006;2016-12-09 00:00:00;5119;Corwith Farm Service;205 NW Elm St;Corwith;50430;POINT (-93.957384 42.99274);41;HANCOCK;1081200;Cream Liqueurs;322;Prestige Wine & Spirits Group;80438;Ricura;6;750;10;15;;90;4,5;1,19;-93.957384;42.99274
INV-02055300005;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;85;Brown Forman Corp.;12478;Canadian Mist Canadian Why Pet;6;1750;11,06;16,59;;99,54;10,5;2,77;-95.027238;40.739231
INV-02055800041;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1042100;Imported Dry Gins;395;PROXIMO;28246;Boodles British Gin London Dry;12;750;11,7;17,55;;17,55;0,75;0,2;-95.385111;40.761736
INV-02055800064;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081100;Coffee Liqueurs;370;PERNOD RICARD USA;67524;Kahlua Coffee Liqueur;24;375;6,49;9,74;;19,48;0,75;0,2;-95.385111;40.761736
INV-02055200020;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1062400;Spiced Rum;259;Heaven Hill Brands;43026;Admiral Nelson Spiced Rum;12;750;5,78;8,67;;104,04;9;2,38;-95.037849;40.726808
INV-02055200019;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1071100;Cocktails /RTD;55;SAZERAC NORTH AMERICA;80058;Chi-Chi's Orange Cream;6;1750;6,5;9,75;;55,5;10,5;2,77;-95.037849;40.726808
INV-02055300068;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1082000;Imported Cordials & Liqueurs;421;SAZERAC COMPANY  INC;77786;Tuaca Perfect Chill;12;750;11,44;17,16;;51,48;2,25;0,59;-95.027238;40.739231
INV-02055300006;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;395;PROXIMO;14192;Pendleton Canadian Whisky;12;750;13,1;19,65;;211,8;9;2,38;-95.027238;40.739231
INV-02055700012;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1031100;American Vodkas;434;LUXCO INC;36306;Hawkeye Vodka;12;750;3,34;5,01;;60,12;9;2,38;-95.385114;40.760282
INV-02055200018;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19066;Jim Beam;12;750;10,49;15,74;;188,88;9;2,38;-95.037849;40.726808
INV-02055800029;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062200;White Rum;35;BACARDI USA INC;43126;Bacardi Superior Rum;12;750;8,26;12,39;;148,68;9;2,38;-95.385111;40.761736
INV-02055300067;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031200;American Flavored Vodka;260;DIAGEO AMERICAS;77658;Smirnoff Cranberry;12;750;8,25;12,38;;24,76;1,5;0,4;-95.027238;40.739231
INV-02069400010;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1031200;American Flavored Vodka;380;Phillips Beverage;40394;UV Candy Bar DISCO;12;750;6,5;9,75;;29,25;2,25;0,59;-93.603007;43.105833
INV-02055200027;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26906;Jack Daniels Single Barrel;6;750;27,59;41,39;;81,28;1,5;0,4;-95.037849;40.726808
INV-02055300019;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1071100;Cocktails /RTD;421;SAZERAC COMPANY  INC;59037;Desert Island Long Island Ice Tea Cocktail;12;1000;4,03;6,05;;72,48;12;3,17;-95.027238;40.739231
INV-02055300078;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;86672;Jack Daniel's Tennessee Honey;12;1000;18,89;28,34;;85,02;3;0,79;-95.027238;40.739231
INV-02055700008;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26828;Jack Daniels Old #7 Black Lbl;6;1750;30,68;46,02;;276,12;10,5;2,77;-95.385114;40.760282
INV-02055200029;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1051100;American Brandies;434;LUXCO INC;56206;Paramount Peach Flavored Brandy;12;750;5,48;8,22;;16,44;1,5;0,4;-95.037849;40.726808
INV-02055800054;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081400;American Schnapps;65;Jim Beam Brands;82844;Dekuyper Luscious Peachtree;24;375;3,06;4,59;;13,77;1,12;0,3;-95.385111;40.761736
INV-02076400009;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1031100;American Vodkas;434;LUXCO INC;36307;Hawkeye Vodka;12;1000;4,05;6,08;;72,96;12;3,17;-93.801917;43.098696
INV-02055300028;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012200;Scotch Whiskies;260;DIAGEO AMERICAS;10008;Scoresby Rare Scotch;6;1750;10,5;15,75;;16,11;1,75;0,46;-95.027238;40.739231
INV-02055300015;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1062400;Spiced Rum;260;DIAGEO AMERICAS;43334;Captain Morgan Spiced Rum;24;375;5;7,5;;180;9;2,38;-95.027238;40.739231
INV-02076400008;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1062500;Flavored Rum;35;BACARDI USA INC;43136;Bacardi Limon;12;750;8,26;12,39;;148,68;9;2,38;-93.801917;43.098696
INV-02055800037;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1082200;Imported Schnapps;421;SAZERAC COMPANY  INC;69656;Dr. Mcgillicuddy's Mentholmint;12;750;8,66;12,99;;155,88;9;2,38;-95.385111;40.761736
INV-02055800044;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1022200;100% Agave Tequila;370;PERNOD RICARD USA;88186;Olmeca Altos Plata;6;750;12,49;18,74;;37,48;1,5;0,4;-95.385111;40.761736
INV-02055800032;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062200;White Rum;35;BACARDI USA INC;43387;Castillo Silver Rum;12;1000;4,89;7,34;;88,08;12;3,17;-95.385111;40.761736
INV-02055800017;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081500;Triple Sec;65;Jim Beam Brands;86112;Dekuyper Triple Sec;12;1000;2,33;3,5;;84;24;6,34;-95.385111;40.761736
INV-02055700004;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11296;Crown Royal;12;750;15,59;23,39;;271,32;9;2,38;-95.385114;40.760282
INV-02055800004;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031200;American Flavored Vodka;380;Phillips Beverage;41857;Uv Cherry Red Vodka Mini;6;500;4,89;7,34;;14,68;1;0,26;-95.385111;40.761736
INV-02076400016;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1081100;Coffee Liqueurs;434;LUXCO INC;72816;Caffe Lolita Coffee Liqueur;12;750;5;7,5;;15;1,5;0,4;-93.801917;43.098696
INV-02055800062;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;260;DIAGEO AMERICAS;37994;Smirnoff 80prf;24;375;4,75;7,13;;35,65;1,88;0,5;-95.385111;40.761736
INV-02076400013;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1051100;American Brandies;434;LUXCO INC;54446;Paramount Apricot Flavored Brandy;12;750;5,48;8,22;;98,64;9;2,38;-93.801917;43.098696
INV-02055300079;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081600;Whiskey Liqueur;259;Heaven Hill Brands;86796;Southern Host Whiskey Liqueur;12;750;5,37;8,06;;16,12;1,5;0,4;-95.027238;40.739231
INV-02055700021;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;27783;Jim Beam Apple;12;750;10,49;15,74;;188,88;9;2,38;-95.385114;40.760282
INV-02055200017;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011100;Blended Whiskies;65;Jim Beam Brands;24458;Kessler Blend Whiskey;6;1750;11;16,5;;99,12;10,5;2,77;-95.037849;40.726808
INV-02069400013;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1062200;White Rum;35;BACARDI USA INC;43128;Bacardi Superior Rum;6;1750;15;22,5;;135;10,5;2,77;-93.603007;43.105833
INV-02055800071;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1081300;American Cordials & Liqueur;962;DUGGANS DISTILLERS;80159;Forbidden Secret White Chocolate;6;750;10;15;;15,81;0,75;0,2;-95.385111;40.761736
INV-02055300004;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11788;Black Velvet;6;1750;10,45;15,68;;89,58;10,5;2,77;-95.027238;40.739231
INV-02055200014;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26826;Jack Daniels Old #7 Black Lbl;12;750;15,57;23,36;;280,32;9;2,38;-95.037849;40.726808
INV-02055300026;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012200;Scotch Whiskies;35;BACARDI USA INC;4866;Dewars White Label Scotch;12;750;13,5;20,25;;40,5;1,5;0,4;-95.027238;40.739231
INV-01995900002;2016-12-07 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1032100;Imported Vodkas;35;BACARDI USA INC;34433;Grey Goose Vodka;12;750;18,49;27,74;;332,88;9;2,38;-95.385111;40.761736
INV-02055800047;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19112;Jim Beam Devil's Cut;12;750;15,07;22,61;;22,61;0,75;0,2;-95.385111;40.761736
INV-02076400007;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11788;Black Velvet;6;1750;10,45;15,68;;179,16;21;5,55;-93.801917;43.098696
INV-02055300082;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1022100;Mixto Tequila;395;PROXIMO;89198;Jose Cuervo Especial Reposado Tequila;6;1750;21;31,5;;30,38;1,75;0,46;-95.027238;40.739231
INV-02055300076;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081400;American Schnapps;65;Jim Beam Brands;82612;Dekuyper Hot Damn! PET;12;750;6,47;9,71;;18,9;1,5;0,4;-95.027238;40.739231
INV-02055300030;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11290;Crown Royal Canadian Whisky Mini;10;300;7,35;11,03;;11,03;0,3;0,08;-95.027238;40.739231
INV-02055700015;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1031100;American Vodkas;297;Laird & Company;35918;Five O'clock Vodka;6;1750;7,2;10,8;;64,8;10,5;2,77;-95.385114;40.760282
INV-02055800003;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1011200;Straight Bourbon Whiskies;65;Jim Beam Brands;19061;Jim Beam Mini;12;500;5,4;8,1;;97,2;6;1,59;-95.385111;40.761736
INV-02055800016;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031200;American Flavored Vodka;380;Phillips Beverage;40632;UV Whipped DISCO;12;750;6,5;9,75;;117;9;2,38;-95.385111;40.761736
INV-02055800013;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1031100;American Vodkas;297;Laird & Company;35918;Five O'clock Vodka;6;1750;7,2;10,8;;64,8;10,5;2,77;-95.385111;40.761736
INV-02055300049;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1031100;American Vodkas;260;DIAGEO AMERICAS;37991;Smirnoff 80prf Mini;12;500;7,47;11,21;;11,21;0,5;0,13;-95.027238;40.739231
INV-02055300081;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1022100;Mixto Tequila;395;PROXIMO;89191;Jose Cuervo Especial Reposado Tequila Mini;12;500;11,5;17,25;;17,25;0,5;0,13;-95.027238;40.739231
INV-02055800053;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062400;Spiced Rum;260;DIAGEO AMERICAS;43333;Captain Morgan Spiced Rum Pet;48;200;2,75;4,13;;20,65;1;0,26;-95.385111;40.761736
INV-02055700013;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1062400;Spiced Rum;260;DIAGEO AMERICAS;43316;Captain Morgan Private Stock Rum;12;750;11,99;17,99;;215,88;9;2,38;-95.385114;40.760282
INV-02055800009;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1041200;Flavored Gin;370;PERNOD RICARD USA;33256;Seagrams Lime Twisted Gin;12;750;6,49;9,74;;116,88;9;2,38;-95.385111;40.761736
INV-02055800030;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062500;Flavored Rum;35;BACARDI USA INC;43197;Bacardi Torched Cherry DISCO;12;750;8,26;12,39;;148,68;9;2,38;-95.385111;40.761736
INV-02055300065;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081200;Cream Liqueurs;260;DIAGEO AMERICAS;74086;Godiva Liqueur;12;750;17;25,5;;25,5;0,75;0,2;-95.027238;40.739231
INV-02076400002;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1081400;American Schnapps;380;Phillips Beverage;83357;Ice Hole Plum Schnapps;12;1000;6,75;10,13;;121,56;12;3,17;-93.801917;43.098696
INV-02055200031;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1051100;American Brandies;434;LUXCO INC;54446;Paramount Apricot Flavored Brandy;12;750;5,48;8,22;;16,44;1,5;0,4;-95.037849;40.726808
INV-02055800027;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11788;Black Velvet;6;1750;10,45;15,68;;358,32;42;11,1;-95.385111;40.761736
INV-02055400001;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1081300;American Cordials & Liqueur;305;Mhw LTD;557;Tippy Cow 50ml Sampler;15;400;4;6;;90;6;1,59;-95.027238;40.739231
INV-02069400016;2016-12-09 00:00:00;4463;Casey's General Store #3031 / Garner;145 Us Hwy 18 W;Garner;50438;POINT (-93.603007 43.105833);41;HANCOCK;1082200;Imported Schnapps;421;SAZERAC COMPANY  INC;69636;Dr. Mcgillicuddy's Cherry Schnapps;12;750;8,66;12,99;;38,97;2,25;0,59;-93.603007;43.105833
INV-02055700011;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1031100;American Vodkas;297;Laird & Company;35916;Five O'clock Vodka;12;750;3,37;5,06;;60,72;9;2,38;-95.385114;40.760282
INV-02076400005;2016-12-12 00:00:00;3045;Britt Food Center;8 2nd St NW;Britt;50423;POINT (-93.801917 43.098696);41;HANCOCK;1022100;Mixto Tequila;395;PROXIMO;89197;Jose Cuervo Especial Reposado Tequila;12;1000;13;19,5;;225;12;3,17;-93.801917;43.098696
INV-02055300044;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1032200;Imported Flavored Vodka;370;PERNOD RICARD USA;34030;Absolut Citron (lemon Vodka);12;750;11,49;17,24;;17,24;0,75;0,2;-95.027238;40.739231
INV-02055800060;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1062400;Spiced Rum;260;DIAGEO AMERICAS;43331;Captain Morgan Spiced Rum Mini;12;500;4,8;7,2;;14,4;1;0,26;-95.385111;40.761736
INV-02055300008;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011100;Blended Whiskies;300;McCormick Distilling Co.;24728;Mccormick Blend Whiskey, Pet;6;1750;7,67;11,51;;69,06;10,5;2,77;-95.027238;40.739231
INV-02055200001;2016-12-09 00:00:00;2655;Hy-Vee Food Store / Clarinda;1200 S 16TH ST;Clarinda;51632;POINT (-95.037849 40.726808);73;PAGE;1012100;Canadian Whiskies;260;DIAGEO AMERICAS;11298;Crown Royal Canadian Whisky;6;1750;31,99;47,99;;287,94;10,5;2,77;-95.037849;40.726808
INV-02055300057;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1051100;American Brandies;205;E & J Gallo Winery;52594;E & J Vs Brandy;24;375;3,49;5,24;;15,72;1,12;0,3;-95.027238;40.739231
INV-02055300003;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1012100;Canadian Whiskies;115;CONSTELLATION BRANDS INC;11777;Black Velvet;12;1000;6,63;9,95;;119,4;12;3,17;-95.027238;40.739231
INV-02055700014;2016-12-09 00:00:00;4266;Wal-Mart 1683 / Shenandoah;705 S Fremont;Shenandoah;51601;POINT (-95.385114 40.760282);73;PAGE;1062100;Gold Rum;35;BACARDI USA INC;43038;Bacardi Gold Rum;6;1750;15;22,5;;135;10,5;2,77;-95.385114;40.760282
INV-02055800018;2016-12-09 00:00:00;2607;Hy-Vee Wine and Spirits / Shenandoah;520 So Fremont;Shenandoah;51601;POINT (-95.385111 40.761736);73;PAGE;1051100;American Brandies;259;Heaven Hill Brands;52316;Christian Bros Brandy;12;750;5,92;8,88;;106,56;9;2,38;-95.385111;40.761736
INV-02055300010;2016-12-09 00:00:00;5210;Ding's Honk'n Holler;900, E  Washington  St;Clarinda;51632;POINT (-95.027238 40.739231);73;PAGE;1011400;Tennessee Whiskies;85;Brown Forman Corp.;26827;Jack Daniels Old #7 Black Lbl;12;1000;18,89;28,34;;340,08;12;3,17;-95.027238;40.739231
